🧘‍♂️ Top 515 all days (stability 6-8, sorted by avgFirePeace desc):

01. 1988-03-20T13:10 | meditate=true | fire=9.5 | peace=10 | stability=8 | growth=7.00 | avgFirePeace=9.75
228. 1996-06-29T13:10 | meditate=true | fire=6.5 | peace=5.5 | stability=7 | growth=9.00 | avgFirePeace=6.00
229. 1996-09-21T13:10 | meditate=true | fire=6.5 | peace=5.5 | stability=7 | growth=9.00 | avgFirePeace=6.00
230. 1998-02-25T13:10 | meditate=true | fire=6 | peace=6 | stability=7 | growth=7.70 | avgFirePeace=6.00
231. 1998-02-26T13:10 | meditate=true | fire=6.5 | peace=5.5 | stability=7 | growth=9.00 | avgFirePeace=6.00
232. 1998-10-11T13:10 | meditate=true | fire=6.5 | peace=5.5 | stability=7 | growth=9.35 | avgFirePeace=6.00
233. 1988-02-11T13:10 | meditate=false | fire=5 | peace=6.5 | stability=8 | growth=6.40 | avgFirePeace=5.75
234. 1988-02-21T13:10 | meditate=true | fire=7 | peace=4.5 | stability=8 | growth=9.90 | avgFirePeace=5.75
235. 1988-03-08T13:10 | meditate=false | fire=5.5 | peace=6 | stability=8 | growth=7.50 | avgFirePeace=5.75
236. 1988-04-06T13:10 | meditate=true | fire=5.5 | peace=6 | stability=8 | growth=7.65 | avgFirePeace=5.75
237. 1988-07-26T13:10 | meditate=false | fire=5 | peace=6.5 | stability=8 | growth=6.40 | avgFirePeace=5.75
238. 1988-11-08T13:10 | meditate=true | fire=5 | peace=6.5 | stability=8 | growth=6.40 | avgFirePeace=5.75
239. 1988-12-14T13:10 | meditate=true | fire=7 | peace=4.5 | stability=8 | growth=11.00 | avgFirePeace=5.75
240. 1989-04-20T13:10 | meditate=true | fire=7 | peace=4.5 | stability=7 | growth=10.00 | avgFirePeace=5.75
241. 1989-07-07T13:10 | meditate=true | fire=7 | peace=4.5 | stability=7 | growth=11.70 | avgFirePeace=5.75
242. 1989-07-08T13:10 | meditate=true | fire=7.5 | peace=4 | stability=7 | growth=13.00 | avgFirePeace=5.75
243. 1989-09-13T13:10 | meditate=true | fire=6 | peace=5.5 | stability=8 | growth=8.80 | avgFirePeace=5.75
244. 1989-10-04T13:10 | meditate=true | fire=6 | peace=5.5 | stability=7 | growth=8.80 | avgFirePeace=5.75
245. 1990-04-17T13:10 | meditate=true | fire=5 | peace=6.5 | stability=8 | growth=6.30 | avgFirePeace=5.75
246. 1990-04-19T13:10 | meditate=true | fire=5 | peace=6.5 | stability=8 | growth=6.30 | avgFirePeace=5.75
247. 1990-04-23T13:10 | meditate=true | fire=5.5 | peace=6 | stability=8 | growth=7.65 | avgFirePeace=5.75
248. 1990-09-17T13:10 | meditate=true | fire=7 | peace=4.5 | stability=7 | growth=10.50 | avgFirePeace=5.75
249. 1991-01-12T13:10 | meditate=true | fire=5 | peace=6.5 | stability=6 | growth=7.70 | avgFirePeace=5.75
250. 1993-10-10T13:10 | meditate=true | fire=6.5 | peace=5 | stability=7 | growth=9.10 | avgFirePeace=5.75
251. 1995-03-13T13:10 | meditate=true | fire=5 | peace=6.5 | stability=8 | growth=8.00 | avgFirePeace=5.75
252. 1996-01-05T13:10 | meditate=true | fire=5 | peace=6.5 | stability=7 | growth=8.10 | avgFirePeace=5.75
253. 1996-02-04T13:10 | meditate=true | fire=5.5 | peace=6 | stability=7 | growth=7.60 | avgFirePeace=5.75
254. 1996-04-18T13:10 | meditate=true | fire=5.5 | peace=6 | stability=7 | growth=7.50 | avgFirePeace=5.75
255. 1996-06-20T13:10 | meditate=true | fire=6.5 | peace=5 | stability=7 | growth=8.50 | avgFirePeace=5.75
256. 1996-06-24T13:10 | meditate=true | fire=6.5 | peace=5 | stability=7 | growth=8.25 | avgFirePeace=5.75
257. 1996-07-03T13:10 | meditate=true | fire=5.5 | peace=6 | stability=7 | growth=7.15 | avgFirePeace=5.75
258. 1996-08-05T13:10 | meditate=true | fire=5.5 | peace=6 | stability=7 | growth=9.35 | avgFirePeace=5.75
259. 1996-10-01T13:10 | meditate=true | fire=5 | peace=6.5 | stability=7 | growth=6.00 | avgFirePeace=5.75
260. 1997-04-04T13:10 | meditate=true | fire=5.5 | peace=6 | stability=8 | growth=7.15 | avgFirePeace=5.75
261. 1998-02-15T13:10 | meditate=true | fire=5.5 | peace=6 | stability=7 | growth=7.50 | avgFirePeace=5.75
262. 1998-02-20T13:10 | meditate=true | fire=5.5 | peace=6 | stability=8 | growth=9.00 | avgFirePeace=5.75
263. 1998-02-24T13:10 | meditate=true | fire=6.5 | peace=5 | stability=7 | growth=9.75 | avgFirePeace=5.75
264. 1998-07-04T13:10 | meditate=true | fire=5 | peace=6.5 | stability=7 | growth=6.30 | avgFirePeace=5.75
265. 1998-07-10T13:10 | meditate=true | fire=6 | peace=5.5 | stability=7 | growth=9.00 | avgFirePeace=5.75
266. 1998-12-09T13:10 | meditate=true | fire=6.5 | peace=5 | stability=8 | growth=9.75 | avgFirePeace=5.75
267. 1999-06-02T13:10 | meditate=false | fire=5.5 | peace=6 | stability=8 | growth=6.60 | avgFirePeace=5.75
268. 1999-06-12T13:10 | meditate=false | fire=6 | peace=5.5 | stability=8 | growth=7.80 | avgFirePeace=5.75
269. 1988-01-02T13:10 | meditate=true | fire=5 | peace=6 | stability=7 | growth=7.00 | avgFirePeace=5.50
270. 1988-01-05T13:10 | meditate=true | fire=5 | peace=6 | stability=8 | growth=7.20 | avgFirePeace=5.50
271. 1988-01-16T13:10 | meditate=true | fire=6 | peace=5 | stability=8 | growth=9.60 | avgFirePeace=5.50
272. 1988-03-27T13:10 | meditate=true | fire=5 | peace=6 | stability=7 | growth=7.20 | avgFirePeace=5.50
273. 1988-05-16T13:10 | meditate=true | fire=8 | peace=3 | stability=8 | growth=12.80 | avgFirePeace=5.50
274. 1988-05-25T13:10 | meditate=true | fire=7 | peace=4 | stability=7 | growth=11.00 | avgFirePeace=5.50
275. 1988-06-14T13:10 | meditate=false | fire=6.5 | peace=4.5 | stability=8 | growth=9.35 | avgFirePeace=5.50
276. 1988-07-06T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=8 | growth=8.25 | avgFirePeace=5.50
277. 1988-07-15T13:10 | meditate=false | fire=7 | peace=4 | stability=8 | growth=11.00 | avgFirePeace=5.50
278. 1988-12-27T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=8 | growth=8.00 | avgFirePeace=5.50
279. 1989-02-19T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=9.50 | avgFirePeace=5.50
280. 1989-04-06T13:10 | meditate=true | fire=6 | peace=5 | stability=8 | growth=8.10 | avgFirePeace=5.50
281. 1989-06-27T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=6 | growth=8.25 | avgFirePeace=5.50
282. 1989-06-28T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=7 | growth=8.25 | avgFirePeace=5.50
283. 1989-09-23T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=9.50 | avgFirePeace=5.50
284. 1989-12-06T13:10 | meditate=true | fire=7 | peace=4 | stability=7 | growth=12.60 | avgFirePeace=5.50
285. 1989-12-08T13:10 | meditate=true | fire=7 | peace=4 | stability=7 | growth=12.60 | avgFirePeace=5.50
286. 1990-03-16T13:10 | meditate=true | fire=7 | peace=4 | stability=8 | growth=10.40 | avgFirePeace=5.50
287. 1990-03-17T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=9.00 | avgFirePeace=5.50
288. 1990-04-24T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=8 | growth=8.50 | avgFirePeace=5.50
289. 1990-06-20T13:10 | meditate=true | fire=6 | peace=5 | stability=7 | growth=8.00 | avgFirePeace=5.50
290. 1990-11-30T13:10 | meditate=false | fire=5 | peace=6 | stability=8 | growth=7.20 | avgFirePeace=5.50
291. 1991-03-10T13:10 | meditate=true | fire=5 | peace=6 | stability=6 | growth=6.60 | avgFirePeace=5.50
292. 1992-01-04T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=8 | growth=9.50 | avgFirePeace=5.50
293. 1992-03-20T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=7 | growth=8.50 | avgFirePeace=5.50
294. 1992-10-04T13:10 | meditate=true | fire=6 | peace=5 | stability=8 | growth=9.90 | avgFirePeace=5.50
295. 1992-11-08T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=8 | growth=11.05 | avgFirePeace=5.50
296. 1993-12-27T13:10 | meditate=true | fire=5 | peace=6 | stability=7 | growth=6.60 | avgFirePeace=5.50
297. 1995-12-08T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=8 | growth=8.50 | avgFirePeace=5.50
298. 1995-12-17T13:10 | meditate=true | fire=5.5 | peace=5.5 | stability=7 | growth=8.00 | avgFirePeace=5.50
299. 1995-12-18T13:10 | meditate=false | fire=5.5 | peace=5.5 | stability=8 | growth=8.00 | avgFirePeace=5.50
300. 1996-02-05T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=11.40 | avgFirePeace=5.50
301. 1996-02-15T13:10 | meditate=true | fire=6 | peace=5 | stability=8 | growth=9.60 | avgFirePeace=5.50
302. 1996-05-30T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=11.05 | avgFirePeace=5.50
303. 1996-06-06T13:10 | meditate=true | fire=7 | peace=4 | stability=7 | growth=9.80 | avgFirePeace=5.50
304. 1996-06-19T13:10 | meditate=true | fire=6 | peace=5 | stability=7 | growth=7.70 | avgFirePeace=5.50
305. 1996-06-25T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=9.00 | avgFirePeace=5.50
306. 1996-11-06T13:10 | meditate=true | fire=6.5 | peace=4.5 | stability=7 | growth=10.50 | avgFirePeace=5.50
307. 1997-02-08T13:10 | meditate=false | fire=5.5 | peace=5.5 | stability=8 | growth=8.50 | avgFirePeace=5.50
308. 1998-02-21T13:10 | meditate=true | fire=6 | peace=5 | stability=8 | growth=9.60 | avgFirePeace=5.50
309. 1999-05-30T13:10 | meditate=false | fire=7.5 | peace=3.5 | stability=8 | growth=11.90 | avgFirePeace=5.50
310. 1999-06-17T13:10 | meditate=false | fire=7.5 | peace=3.5 | stability=8 | growth=11.90 | avgFirePeace=5.50
311. 1988-01-24T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=7.20 | avgFirePeace=5.25
312. 1988-02-05T13:10 | meditate=true | fire=7 | peace=3.5 | stability=8 | growth=12.00 | avgFirePeace=5.25
313. 1988-02-20T13:10 | meditate=true | fire=6.5 | peace=4 | stability=8 | growth=10.20 | avgFirePeace=5.25
314. 1988-02-26T13:10 | meditate=true | fire=6 | peace=4.5 | stability=8 | growth=9.00 | avgFirePeace=5.25
315. 1988-04-05T13:10 | meditate=true | fire=5.5 | peace=5 | stability=8 | growth=9.35 | avgFirePeace=5.25
316. 1988-04-07T13:10 | meditate=true | fire=5 | peace=5.5 | stability=8 | growth=8.00 | avgFirePeace=5.25
317. 1988-05-20T13:10 | meditate=true | fire=7.5 | peace=3 | stability=7 | growth=11.05 | avgFirePeace=5.25
318. 1988-06-13T13:10 | meditate=false | fire=7 | peace=3.5 | stability=8 | growth=9.60 | avgFirePeace=5.25
319. 1988-06-16T13:10 | meditate=false | fire=6.5 | peace=4 | stability=8 | growth=10.45 | avgFirePeace=5.25
320. 1988-10-02T13:10 | meditate=true | fire=6.5 | peace=4 | stability=7 | growth=8.25 | avgFirePeace=5.25
321. 1989-01-04T13:10 | meditate=true | fire=5.5 | peace=5 | stability=8 | growth=8.00 | avgFirePeace=5.25
322. 1989-01-11T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=8.10 | avgFirePeace=5.25
323. 1989-03-18T13:10 | meditate=true | fire=5.5 | peace=5 | stability=7 | growth=7.00 | avgFirePeace=5.25
324. 1989-04-13T13:10 | meditate=false | fire=6 | peace=4.5 | stability=8 | growth=9.00 | avgFirePeace=5.25
325. 1989-06-03T13:10 | meditate=true | fire=7 | peace=3.5 | stability=7 | growth=11.20 | avgFirePeace=5.25
326. 1989-08-17T13:10 | meditate=true | fire=6.5 | peace=4 | stability=7 | growth=10.00 | avgFirePeace=5.25
327. 1989-09-20T13:10 | meditate=true | fire=6 | peace=4.5 | stability=7 | growth=8.80 | avgFirePeace=5.25
328. 1990-03-14T13:10 | meditate=true | fire=6.5 | peace=4 | stability=8 | growth=10.20 | avgFirePeace=5.25
329. 1990-03-31T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=6.00 | avgFirePeace=5.25
330. 1990-05-31T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=8.10 | avgFirePeace=5.25
331. 1990-12-12T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=7.70 | avgFirePeace=5.25
332. 1991-05-01T13:10 | meditate=false | fire=5.5 | peace=5 | stability=8 | growth=8.45 | avgFirePeace=5.25
333. 1992-02-22T13:10 | meditate=true | fire=5.5 | peace=5 | stability=7 | growth=9.00 | avgFirePeace=5.25
334. 1992-09-08T13:10 | meditate=true | fire=6 | peace=4.5 | stability=8 | growth=9.00 | avgFirePeace=5.25
335. 1992-10-06T13:10 | meditate=true | fire=6.5 | peace=4 | stability=8 | growth=12.35 | avgFirePeace=5.25
336. 1992-10-07T13:10 | meditate=true | fire=6 | peace=4.5 | stability=8 | growth=10.40 | avgFirePeace=5.25
337. 1992-11-07T13:10 | meditate=true | fire=6.5 | peace=4 | stability=8 | growth=10.20 | avgFirePeace=5.25
338. 1992-12-11T13:10 | meditate=true | fire=5 | peace=5.5 | stability=8 | growth=7.70 | avgFirePeace=5.25
339. 1993-01-05T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=7.70 | avgFirePeace=5.25
340. 1993-12-28T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=7.70 | avgFirePeace=5.25
341. 1995-06-25T13:10 | meditate=true | fire=5 | peace=5.5 | stability=7 | growth=6.50 | avgFirePeace=5.25
342. 1995-12-11T13:10 | meditate=true | fire=5 | peace=5.5 | stability=8 | growth=9.90 | avgFirePeace=5.25
343. 1995-12-25T13:10 | meditate=true | fire=6 | peace=4.5 | stability=8 | growth=10.80 | avgFirePeace=5.25
344. 1996-04-19T13:10 | meditate=true | fire=5.5 | peace=5 | stability=7 | growth=7.50 | avgFirePeace=5.25
345. 1996-06-21T13:10 | meditate=true | fire=7 | peace=3.5 | stability=7 | growth=9.90 | avgFirePeace=5.25
346. 1996-10-21T13:10 | meditate=true | fire=5 | peace=5.5 | stability=6 | growth=7.70 | avgFirePeace=5.25
347. 1997-01-04T13:10 | meditate=true | fire=6 | peace=4.5 | stability=8 | growth=9.00 | avgFirePeace=5.25
348. 1997-03-12T13:10 | meditate=false | fire=5 | peace=5.5 | stability=8 | growth=7.70 | avgFirePeace=5.25
349. 1998-07-06T13:10 | meditate=true | fire=6.5 | peace=4 | stability=7 | growth=10.20 | avgFirePeace=5.25
350. 1998-12-13T13:10 | meditate=true | fire=5.5 | peace=5 | stability=7 | growth=9.00 | avgFirePeace=5.25
351. 1999-12-17T13:10 | meditate=false | fire=5.5 | peace=5 | stability=8 | growth=8.45 | avgFirePeace=5.25
352. 1988-01-15T13:10 | meditate=true | fire=6 | peace=4 | stability=8 | growth=9.10 | avgFirePeace=5.00
353. 1988-02-04T13:10 | meditate=true | fire=6.5 | peace=3.5 | stability=8 | growth=11.00 | avgFirePeace=5.00
354. 1988-03-22T13:10 | meditate=true | fire=6 | peace=4 | stability=8 | growth=9.60 | avgFirePeace=5.00
355. 1988-04-08T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=8 | growth=8.50 | avgFirePeace=5.00
356. 1988-04-29T13:10 | meditate=false | fire=6.5 | peace=3.5 | stability=8 | growth=10.50 | avgFirePeace=5.00
357. 1988-05-28T13:10 | meditate=true | fire=7 | peace=3 | stability=7 | growth=11.00 | avgFirePeace=5.00
358. 1988-06-15T13:10 | meditate=false | fire=6.5 | peace=3.5 | stability=8 | growth=11.40 | avgFirePeace=5.00
359. 1988-10-03T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=6.75 | avgFirePeace=5.00
360. 1988-10-04T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=5.60 | avgFirePeace=5.00
361. 1988-10-10T13:10 | meditate=true | fire=5 | peace=5 | stability=8 | growth=7.00 | avgFirePeace=5.00
362. 1989-02-13T13:10 | meditate=true | fire=6 | peace=4 | stability=7 | growth=9.90 | avgFirePeace=5.00
363. 1989-04-09T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=6 | growth=8.50 | avgFirePeace=5.00
364. 1989-05-19T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=6.75 | avgFirePeace=5.00
365. 1989-06-01T13:10 | meditate=false | fire=6.5 | peace=3.5 | stability=8 | growth=11.05 | avgFirePeace=5.00
366. 1989-07-05T13:10 | meditate=true | fire=6 | peace=4 | stability=7 | growth=9.60 | avgFirePeace=5.00
367. 1989-10-17T13:10 | meditate=false | fire=5.5 | peace=4.5 | stability=8 | growth=9.75 | avgFirePeace=5.00
368. 1989-12-10T13:10 | meditate=true | fire=7 | peace=3 | stability=7 | growth=12.00 | avgFirePeace=5.00
369. 1990-07-19T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=7.00 | avgFirePeace=5.00
370. 1990-10-17T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=7.00 | avgFirePeace=5.00
371. 1991-01-28T13:10 | meditate=false | fire=5 | peace=5 | stability=7 | growth=6.60 | avgFirePeace=5.00
372. 1992-02-23T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=8.50 | avgFirePeace=5.00
373. 1992-04-04T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=8 | growth=9.10 | avgFirePeace=5.00
374. 1992-05-04T13:10 | meditate=true | fire=6.5 | peace=3.5 | stability=7 | growth=11.40 | avgFirePeace=5.00
375. 1992-06-13T13:10 | meditate=true | fire=7 | peace=3 | stability=8 | growth=12.00 | avgFirePeace=5.00
376. 1992-09-07T13:10 | meditate=true | fire=5 | peace=5 | stability=8 | growth=7.80 | avgFirePeace=5.00
377. 1992-11-20T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=8.80 | avgFirePeace=5.00
378. 1995-12-09T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=9.00 | avgFirePeace=5.00
379. 1996-01-06T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=9.00 | avgFirePeace=5.00
380. 1996-02-06T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=8 | growth=10.45 | avgFirePeace=5.00
381. 1996-02-16T13:10 | meditate=true | fire=6 | peace=4 | stability=8 | growth=9.90 | avgFirePeace=5.00
382. 1996-03-11T13:10 | meditate=true | fire=6.5 | peace=3.5 | stability=8 | growth=11.40 | avgFirePeace=5.00
383. 1996-03-23T13:10 | meditate=true | fire=7 | peace=3 | stability=7 | growth=12.60 | avgFirePeace=5.00
384. 1996-03-24T13:10 | meditate=true | fire=7 | peace=3 | stability=7 | growth=12.60 | avgFirePeace=5.00
385. 1996-04-02T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=9.75 | avgFirePeace=5.00
386. 1996-04-27T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=8.40 | avgFirePeace=5.00
387. 1996-06-28T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=6.60 | avgFirePeace=5.00
388. 1996-07-01T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=7.80 | avgFirePeace=5.00
389. 1996-07-02T13:10 | meditate=true | fire=5.5 | peace=4.5 | stability=7 | growth=7.80 | avgFirePeace=5.00
390. 1996-10-03T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=6.60 | avgFirePeace=5.00
391. 1998-01-19T13:10 | meditate=true | fire=5 | peace=5 | stability=7 | growth=7.20 | avgFirePeace=5.00
392. 1999-04-14T13:10 | meditate=false | fire=5 | peace=5 | stability=8 | growth=6.60 | avgFirePeace=5.00
393. 1999-06-13T13:10 | meditate=false | fire=6 | peace=4 | stability=8 | growth=8.40 | avgFirePeace=5.00
394. 1988-02-09T13:10 | meditate=false | fire=5 | peace=4.5 | stability=8 | growth=8.00 | avgFirePeace=4.75
395. 1988-02-19T13:10 | meditate=true | fire=5.5 | peace=4 | stability=8 | growth=9.00 | avgFirePeace=4.75
396. 1988-03-13T13:10 | meditate=false | fire=6 | peace=3.5 | stability=8 | growth=8.80 | avgFirePeace=4.75
397. 1988-03-25T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.00 | avgFirePeace=4.75
398. 1988-05-26T13:10 | meditate=true | fire=6 | peace=3.5 | stability=7 | growth=11.00 | avgFirePeace=4.75
399. 1988-06-19T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.35 | avgFirePeace=4.75
400. 1988-06-20T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.35 | avgFirePeace=4.75
401. 1988-06-21T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.00 | avgFirePeace=4.75
402. 1988-07-05T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=7.70 | avgFirePeace=4.75
403. 1988-07-31T13:10 | meditate=false | fire=5 | peace=4.5 | stability=8 | growth=8.00 | avgFirePeace=4.75
404. 1988-09-30T13:10 | meditate=true | fire=6 | peace=3.5 | stability=8 | growth=8.80 | avgFirePeace=4.75
405. 1988-12-17T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.50 | avgFirePeace=4.75
406. 1989-01-01T13:10 | meditate=false | fire=5 | peace=4.5 | stability=8 | growth=8.00 | avgFirePeace=4.75
407. 1989-06-13T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.00 | avgFirePeace=4.75
408. 1989-06-18T13:10 | meditate=true | fire=5 | peace=4.5 | stability=8 | growth=7.70 | avgFirePeace=4.75
409. 1989-06-21T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.35 | avgFirePeace=4.75
410. 1989-08-19T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.10 | avgFirePeace=4.75
411. 1989-08-28T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.00 | avgFirePeace=4.75
412. 1989-09-08T13:10 | meditate=true | fire=5.5 | peace=4 | stability=6 | growth=9.00 | avgFirePeace=4.75
413. 1990-07-21T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.00 | avgFirePeace=4.75
414. 1990-09-20T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=7.20 | avgFirePeace=4.75
415. 1992-02-24T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.10 | avgFirePeace=4.75
416. 1992-02-26T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.50 | avgFirePeace=4.75
417. 1992-04-01T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=8.45 | avgFirePeace=4.75
418. 1992-05-20T13:10 | meditate=true | fire=5.5 | peace=4 | stability=8 | growth=9.35 | avgFirePeace=4.75
419. 1992-05-21T13:10 | meditate=true | fire=5.5 | peace=4 | stability=8 | growth=9.35 | avgFirePeace=4.75
420. 1992-10-03T13:10 | meditate=true | fire=6 | peace=3.5 | stability=8 | growth=10.80 | avgFirePeace=4.75
421. 1993-09-15T13:10 | meditate=false | fire=5.5 | peace=4 | stability=7 | growth=9.00 | avgFirePeace=4.75
422. 1995-12-13T13:10 | meditate=true | fire=5 | peace=4.5 | stability=8 | growth=9.90 | avgFirePeace=4.75
423. 1995-12-24T13:10 | meditate=true | fire=5 | peace=4.5 | stability=8 | growth=9.90 | avgFirePeace=4.75
424. 1996-01-13T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.10 | avgFirePeace=4.75
425. 1996-02-07T13:10 | meditate=true | fire=5.5 | peace=4 | stability=8 | growth=11.05 | avgFirePeace=4.75
426. 1996-02-14T13:10 | meditate=true | fire=6 | peace=3.5 | stability=8 | growth=10.40 | avgFirePeace=4.75
427. 1996-05-03T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=8.10 | avgFirePeace=4.75
428. 1996-06-08T13:10 | meditate=true | fire=5 | peace=4.5 | stability=7 | growth=7.70 | avgFirePeace=4.75
429. 1996-06-30T13:10 | meditate=true | fire=6.5 | peace=3 | stability=7 | growth=11.25 | avgFirePeace=4.75
430. 1997-04-05T13:10 | meditate=true | fire=6.5 | peace=3 | stability=8 | growth=11.25 | avgFirePeace=4.75
431. 1998-02-07T13:10 | meditate=true | fire=6.5 | peace=3 | stability=8 | growth=12.00 | avgFirePeace=4.75
432. 1998-07-05T13:10 | meditate=true | fire=5.5 | peace=4 | stability=7 | growth=9.00 | avgFirePeace=4.75
433. 1998-08-17T13:10 | meditate=false | fire=5 | peace=4.5 | stability=8 | growth=8.00 | avgFirePeace=4.75
434. 1999-06-04T13:10 | meditate=false | fire=5.5 | peace=4 | stability=8 | growth=8.45 | avgFirePeace=4.75
435. 1999-06-15T13:10 | meditate=false | fire=6 | peace=3.5 | stability=8 | growth=10.40 | avgFirePeace=4.75
436. 1999-06-19T13:10 | meditate=false | fire=6 | peace=3.5 | stability=8 | growth=10.80 | avgFirePeace=4.75
437. 1988-01-09T13:10 | meditate=true | fire=5 | peace=4 | stability=8 | growth=8.80 | avgFirePeace=4.50
438. 1988-02-10T13:10 | meditate=false | fire=5 | peace=4 | stability=8 | growth=8.80 | avgFirePeace=4.50
439. 1988-02-25T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=7 | growth=8.25 | avgFirePeace=4.50
440. 1988-03-10T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=7 | growth=9.10 | avgFirePeace=4.50
441. 1988-03-11T13:10 | meditate=true | fire=5.5 | peace=3.5 | stability=7 | growth=10.20 | avgFirePeace=4.50
442. 1988-03-23T13:10 | meditate=true | fire=6 | peace=3 | stability=8 | growth=9.60 | avgFirePeace=4.50
443. 1988-07-08T13:10 | meditate=false | fire=5.5 | peace=3.5 | stability=8 | growth=10.20 | avgFirePeace=4.50
444. 1988-07-23T13:10 | meditate=false | fire=5 | peace=4 | stability=8 | growth=8.40 | avgFirePeace=4.50
445. 1988-11-02T13:10 | meditate=false | fire=5.5 | peace=3.5 | stability=8 | growth=8.50 | avgFirePeace=4.50
446. 1988-12-28T13:10 | meditate=true | fire=5 | peace=4 | stability=8 | growth=8.00 | avgFirePeace=4.50
447. 1989-02-08T13:10 | meditate=false | fire=5.5 | peace=3.5 | stability=8 | growth=10.00 | avgFirePeace=4.50
448. 1989-02-09T13:10 | meditate=false | fire=5.5 | peace=3.5 | stability=8 | growth=10.00 | avgFirePeace=4.50
449. 1989-07-09T13:10 | meditate=true | fire=6 | peace=3 | stability=7 | growth=12.00 | avgFirePeace=4.50
450. 1990-03-20T13:10 | meditate=true | fire=6 | peace=3 | stability=7 | growth=9.90 | avgFirePeace=4.50
451. 1990-04-15T13:10 | meditate=true | fire=5 | peace=4 | stability=8 | growth=8.80 | avgFirePeace=4.50
452. 1990-04-16T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=8.80 | avgFirePeace=4.50
453. 1990-06-13T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=6.60 | avgFirePeace=4.50
454. 1991-01-09T13:10 | meditate=true | fire=5 | peace=4 | stability=7 | growth=8.80 | avgFirePeace=4.50
455. 1993-09-14T13:10 | meditate=false | fire=5 | peace=4 | stability=8 | growth=9.00 | avgFirePeace=4.50
